GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Australia,0,23.25
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,New Zealand,0,23.25
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Australia,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,New Zealand,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Africa,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Africa,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Africa,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Africa,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Africa,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Africa,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Asia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Asia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Asia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Asia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Asia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Asia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Asia (insular),0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Asia (insular),0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Asia (insular),0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Asia (insular),1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Asia (insular),1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Asia (insular),1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Europe,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Europe,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Europe,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Europe,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Europe,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Europe,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,North America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,North America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,North America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,North America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,North America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,North America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,South America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,South America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,South America,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,South America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,South America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,South America,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Australia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Australia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Australia,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Australia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Australia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Australia,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,New Zealand,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,New Zealand,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,New Zealand,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,New Zealand,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,New Zealand,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,New Zealand,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Antarctica,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Antarctica,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Antarctica,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Antarctica,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Antarctica,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Antarctica,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Pacific Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Pacific Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Pacific Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Pacific Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Pacific Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Pacific Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Atlantic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Atlantic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Atlantic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Atlantic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Atlantic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Atlantic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Indian Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Indian Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Indian Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Indian Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Indian Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Indian Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Arctic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Arctic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Arctic Ocean,0,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal coniferous forest,Arctic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal tundra woodland,Arctic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Polar,Arctic Ocean,1,16.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Africa,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Asia,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Asia (insular),0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Europe,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,North America,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,South America,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Australia,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,New Zealand,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Antarctica,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Pacific Ocean,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Atlantic Ocean,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Indian Ocean,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Arctic Ocean,0,4.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Africa,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Asia,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Asia (insular),1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Europe,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,North America,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,South America,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Australia,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,New Zealand,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Antarctica,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Pacific Ocean,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Atlantic Ocean,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Indian Ocean,1,14.5
9 & 10: Burnt forest and natural forest mosaic,Boreal mountain system,Arctic Ocean,1,14.5
17: Forest / cropland mosaic,Tropical rainforest,Africa,0,100
17: Forest / cropland mosaic,Tropical rainforest,Africa,1,100
17: Forest / cropland mosaic,Tropical rainforest,North America,0,96.5
17: Forest / cropland mosaic,Tropical rainforest,North America,1,96.5
17: Forest / cropland mosaic,Tropical rainforest,South America,0,96.5
17: Forest / cropland mosaic,Tropical rainforest,South America,1,96.5
17: Forest / cropland mosaic,Tropical rainforest,Asia,0,90
17: Forest / cropland mosaic,Tropical rainforest,Asia,1,90
17: Forest / cropland mosaic,Tropical rainforest,Asia (insular),0,112.5
17: Forest / cropland mosaic,Tropical rainforest,Asia (insular),1,112.5
17: Forest / cropland mosaic,Tropical rainforest,Australia,0,99.75
17: Forest / cropland mosaic,Tropical rainforest,Australia,1,99.75
17: Forest / cropland mosaic,Tropical moist deciduous forest,Africa,0,76
17: Forest / cropland mosaic,Tropical moist deciduous forest,Africa,1,76
17: Forest / cropland mosaic,Tropical moist deciduous forest,North America,0,64
17: Forest / cropland mosaic,Tropical moist deciduous forest,North America,1,64
17: Forest / cropland mosaic,Tropical moist deciduous forest,South America,0,64
17: Forest / cropland mosaic,Tropical moist deciduous forest,South America,1,64
17: Forest / cropland mosaic,Tropical moist deciduous forest,Asia,0,52.5
17: Forest / cropland mosaic,Tropical moist deciduous forest,Asia,1,52.5
17: Forest / cropland mosaic,Tropical moist deciduous forest,Asia (insular),0,84.5
17: Forest / cropland mosaic,Tropical moist deciduous forest,Asia (insular),1,84.5
17: Forest / cropland mosaic,Tropical mountain system,Africa,0,34.5
17: Forest / cropland mosaic,Tropical mountain system,Africa,1,34.5
17: Forest / cropland mosaic,Tropical mountain system,North America,0,43.5
17: Forest / cropland mosaic,Tropical mountain system,North America,1,43.5
17: Forest / cropland mosaic,Tropical mountain system,South America,0,43.5
17: Forest / cropland mosaic,Tropical mountain system,South America,1,43.5
17: Forest / cropland mosaic,Tropical mountain system,Asia,0,40.5
17: Forest / cropland mosaic,Tropical mountain system,Asia,1,40.5
17: Forest / cropland mosaic,Tropical mountain system,Asia (insular),0,61
17: Forest / cropland mosaic,Tropical mountain system,Asia (insular),1,61
17: Forest / cropland mosaic,Tropical dry forest,Africa,0,36
17: Forest / cropland mosaic,Tropical desert,Africa,0,36
17: Forest / cropland mosaic,Tropical shrubland,Africa,0,36
17: Forest / cropland mosaic,Tropical dry forest,Africa,1,36
17: Forest / cropland mosaic,Tropical desert,Africa,1,36
17: Forest / cropland mosaic,Tropical shrubland,Africa,1,36
17: Forest / cropland mosaic,Tropical dry forest,North America,0,63
17: Forest / cropland mosaic,Tropical desert,North America,0,63
17: Forest / cropland mosaic,Tropical shrubland,North America,0,63
17: Forest / cropland mosaic,Tropical dry forest,North America,1,63
17: Forest / cropland mosaic,Tropical desert,North America,1,63
17: Forest / cropland mosaic,Tropical shrubland,North America,1,63
17: Forest / cropland mosaic,Tropical dry forest,South America,0,63
17: Forest / cropland mosaic,Tropical desert,South America,0,63
17: Forest / cropland mosaic,Tropical shrubland,South America,0,63
17: Forest / cropland mosaic,Tropical dry forest,South America,1,63
17: Forest / cropland mosaic,Tropical desert,South America,1,63
17: Forest / cropland mosaic,Tropical shrubland,South America,1,63
17: Forest / cropland mosaic,Tropical dry forest,Asia,0,39
17: Forest / cropland mosaic,Tropical desert,Asia,0,39
17: Forest / cropland mosaic,Tropical shrubland,Asia,0,39
17: Forest / cropland mosaic,Tropical dry forest,Asia,1,39
17: Forest / cropland mosaic,Tropical desert,Asia,1,39
17: Forest / cropland mosaic,Tropical shrubland,Asia,1,39
17: Forest / cropland mosaic,Tropical dry forest,Asia (insular),0,48
17: Forest / cropland mosaic,Tropical desert,Asia (insular),0,48
17: Forest / cropland mosaic,Tropical shrubland,Asia (insular),0,48
17: Forest / cropland mosaic,Tropical dry forest,Asia (insular),1,48
17: Forest / cropland mosaic,Tropical desert,Asia (insular),1,48
17: Forest / cropland mosaic,Tropical shrubland,Asia (insular),1,48
17: Forest / cropland mosaic,Tropical dry forest,Australia,0,46.5
17: Forest / cropland mosaic,Tropical desert,Australia,0,46.5
17: Forest / cropland mosaic,Tropical shrubland,Australia,0,46.5
17: Forest / cropland mosaic,Tropical dry forest,Australia,1,46.5
17: Forest / cropland mosaic,Tropical desert,Australia,1,46.5
17: Forest / cropland mosaic,Tropical shrubland,Australia,1,46.5
17: Forest / cropland mosaic,Subtropical humid forest,Africa,0,67
17: Forest / cropland mosaic,Subtropical humid forest,Africa,1,67
17: Forest / cropland mosaic,Subtropical humid forest,North America,0,64
17: Forest / cropland mosaic,Subtropical humid forest,North America,1,64
17: Forest / cropland mosaic,Subtropical humid forest,South America,0,64
17: Forest / cropland mosaic,Subtropical humid forest,South America,1,64
17: Forest / cropland mosaic,Subtropical humid forest,Asia,0,52.5
17: Forest / cropland mosaic,Subtropical humid forest,Asia,1,52.5
17: Forest / cropland mosaic,Subtropical humid forest,Asia (insular),0,84.5
17: Forest / cropland mosaic,Subtropical humid forest,Asia (insular),1,84.5
17: Forest / cropland mosaic,Subtropical humid forest,Australia,0,67
17: Forest / cropland mosaic,Subtropical humid forest,Australia,1,67
17: Forest / cropland mosaic,Subtropical humid forest,New Zealand,0,67
17: Forest / cropland mosaic,Subtropical humid forest,New Zealand,1,67
17: Forest / cropland mosaic,Subtropical mountain system,Africa,0,15
17: Forest / cropland mosaic,Subtropical mountain system,Africa,1,15
17: Forest / cropland mosaic,Subtropical mountain system,North America,0,43.5
17: Forest / cropland mosaic,Subtropical mountain system,North America,1,43.5
17: Forest / cropland mosaic,Subtropical mountain system,South America,0,43.5
17: Forest / cropland mosaic,Subtropical mountain system,South America,1,43.5
17: Forest / cropland mosaic,Subtropical mountain system,Asia,0,40.5
17: Forest / cropland mosaic,Subtropical mountain system,Asia,1,40.5
17: Forest / cropland mosaic,Subtropical mountain system,Europe,0,40.5
17: Forest / cropland mosaic,Subtropical mountain system,Europe,1,40.5
17: Forest / cropland mosaic,Subtropical mountain system,Asia (insular),0,61
17: Forest / cropland mosaic,Subtropical mountain system,Asia (insular),1,61
17: Forest / cropland mosaic,Subtropical dry forest,Africa,0,42
17: Forest / cropland mosaic,Subtropical steppe,Africa,0,42
17: Forest / cropland mosaic,Subtropical desert,Africa,0,42
17: Forest / cropland mosaic,Subtropical dry forest,Africa,1,42
17: Forest / cropland mosaic,Subtropical steppe,Africa,1,42
17: Forest / cropland mosaic,Subtropical desert,Africa,1,42
17: Forest / cropland mosaic,Subtropical dry forest,North America,0,63
17: Forest / cropland mosaic,Subtropical steppe,North America,0,63
17: Forest / cropland mosaic,Subtropical desert,North America,0,63
17: Forest / cropland mosaic,Subtropical dry forest,North America,1,63
17: Forest / cropland mosaic,Subtropical steppe,North America,1,63
17: Forest / cropland mosaic,Subtropical desert,North America,1,63
